,score,Title,content
1344,5.0,Vegas Fall Trip,Love the Bellagio! Stayed in a suite this trip and was on 31st floor of spa tower. Now we are ruined as this room will be hard to top! Already planning a spring trip…till next time Beautiful Bellagio!
1345,3.0,Disappointed w/Service,"Check-in staff was not very friendly, he just gave us our room keys and told us how to get to the room. We were not told to enjoy our stay and upon checking out was not asked if we enjoyed our stay. Upon entry into room the telephone did not work, and we had to purchase ice for insulin storage because ice machine was empty. Room was adequate, nice marble bathroom but room did not compare to the Venetian Hotel or Four Seasons."
1346,3.0,Mixed Feelings :/,"I’ve been going to MGM Resorts for overs 10 years and lucky enough to stay 3-4 times a year. MLife has taken good care of us :-) This was our first time at Bellagio ( we usually stay at Aria) First off, our room was not cleaned properly, (we were staying in a StayWell room) food and clothing left in the drawers, our bathroom was not cleaned, stickers on the shower wall, a hanger was right smack in the middle of the curtain rod. Anyway, we addressed to the front desk, we got a few vouchers for the inconvenience and we moved on. They are quite quick on the vouchers but do they really access with the staff? I was told that unless I ask for housekeeping they just don’t come?! That I found bizarre, I was told from Housekeeping that we had to call and ask. « I was like, aren’t"
1347,4.0,Nice property,Wayfair excellent restaurant the casino was nice. O show the best in Las Vegas I did not like the fact that there is no food in the whole casino and hotel except room service. Need to have a good court with hot dogs and burgers for late night eating.
1348,5.0,The amazing hotel,The most amazing hotel the service was excellent the Beaty of this hotel it’s incredible Kim at the front desk always very informative soo nice to see everyone always on the point Thank you the location it’s perfect
1349,5.0,Best Luxury Hotel on Strip,Best Hotel for all age couples wanting to have great time in a luxury hotel with VIP service. Service from Casino are great and always making sure you are ha Ing a great time. Restaurants are from snacks to top in house (who are also some of the best in Vegas) are delicious with great service.
1350,5.0,Premier Hotel on the Las Vegas Strip,"Yes, a true 5 star property. Beautifully decorated hotel inside and out. Outside, you have the large lake with the dancing fountains. Great water shows in the evening. Love to watch them, and we watched for several hours over our 2 night stay. Wonderfully landscaped. The inside is so very clean and upscale. Marble floors everywhere, ceiling of the Italian glass in flowers, conservatory with amazing flowers and animal characters. Really nice. Nice location also as you are directly across from the Paris Casino with its Eiffel Tower. Great photo spots overlooking the lake. Our room was sparkling clean. With the new MGM app, we did not have to go to the front desk at all during our stay. You get a digital key on your phone and when the room is ready, the message came that"
1351,5.0,Nice stay at a timelessly elegant property,"I did a mobile check-in and my room was ready at noon. I did not need to check in before that, but it was nice to know it was ready. I used the digital key so there was no need to check-in in person. I love the rooms as they are spacious and clean."
1352,5.0,Another wonderful Stay,The Bellagio is such a beautiful property. We stayed at one of the newly renovated Stay Well rooms with a fountain view. We enjoyed the fountain show and a great view of the strip. The staff is courteous and helpful. The buffet was delicious and in spite of the price worth the money as the food is of great quality.
1353,3.0,Overrated and Overpriced,Yes. The Bellagio appears lovely. But you will be nickeled and dimed at every turn. Black Jack dealers were very uninterested in the guests. The drinks are ridiculously expensive as is the food. Late night dining is simply unavailable unless you leave the hotel.
1354,5.0,Great time,"Had an amazing time, only one hiccup and was fixed right away. Room service, buffet was amazing and house keeping was exceptional. The stay was very relaxing and did not feel bother or any inconvenience what so ever"
1355,3.0,Overpriced,Value is not there for price paid. Restaurants are way overpriced most of which had very limited selection so difficult to find something really like for that price. Need broader range of different prices restaurants. Mobile check-in process was also a failure. I tried more than 10 times but it kept saying “can’t generate code” so I could even get elevator to my floor and needed to have first security person help. Then didn’t work at my door so needed to find 2nd security person who let me in but said he knew nothing about technology so he couldn’t help. So I had to call front desk to get physical keys. After a long day of travel not what I wanted to have to spend 30 minted dealing with.
1356,5.0,Return to Bellagio,"Exceptional service at front desk. Convenient to see wonderful show. Located centrally for me to walk several casinos without difficulty. Has a tram for Aria,Vdara, Park MGM and Crystal shops. Fountain view room with music on tv to enjoy full fountain shows in comfortable setting"
1357,5.0,Great Value in Vegas,Was in Vegas for a wedding. Got a great rate based on the bridal block. Bellagio does not disappoint. Room was clean and modern. Wish the restaurants did not close at 3 and re-open at dinner. Check in lines are long. You need more staff. Wish you could do something about the resort fee......
1358,3.0,Criminal room charges,The hotel is nice but everything is a far walk down to lobby so they trap you and charge you $22 per fiji water in the room. By the way no where does it say they are not complimentary and no where is there a price. $132 for 6 small bottles of Fiji water. Should be illegal to not list the price if they aren’t free.
1359,1.0,Bellagio Not All That Thanks to Upkeep and Housekeeping,"Checked us into a room with soiled towels in the bathroom and used bars of soap in the shower. After being moved to a new room, on Sunday, housekeeping the waste, from trash can in the restroom, in the toilet…including the latex gloves they wear when cleaning BUT they forgot to flush the toilet. In the Fountain Tower, on the 7th floor, the wall paper is peeling off the wall and they even used masking tape to hold it together. A supervisor from housekeeping said they have been reporting that issue to management for months and it still has not been rectified."
1360,4.0,A great stay in Vegas,I had a wonderful time. Everything was central to what our interest was. Food option were ok. But breakfast option were limited unless we went to the buffet. However the food at the buffet was great. Shopping was also good.
1361,5.0,Only place to stay!,I’ve stayed at most Vegas resorts and The Bellagio is by far the best! When we arrived the check in was nice and smooth. The front desk employees were excellent. The room was spectacular. We only had a standard room I can’t wait to get a suite next trip. The bed was so comfortable. The gaming was good and The poker room was excellent. They comped our stay which made it a perfect trip.
1362,1.0,Never use the mgm app!,"I checked in around noon or so using the mgm app. It automatically assigned me a room. I arrived later that evening and discovered that I was given a room on the 4th floor looking at a cement wall and a vast cement rooftop. I made numerous calls the next morning, but not before spending an angry night in a disgraceful room. I was given a different room the next day. My advice is to NEVER check in with the corporate app- it’ll steal your money and ruin your stay!"
1363,5.0,Bellagio is about excellence and luxury,"My husband and I have been staying at the Bellagio for more than five years, twice a year to celebrate our birthdays. The Bellagio is about excellence and luxury.. the exceptional and very welcoming staff, the salon suite overlooking the iconic Bellagio dancing fountain, fine dining with staff who are exceptionally friendly and personable making the dining memorable, the loosest slots in Las Vegas."
1364,1.0,"Overpriced, construction and dirty","Room had molding food in fridge, pool while open had a jackhammer going all 3 days straight (not relaxing at all), we given wrong room type at check-in because not enough rooms but they were obviously not full. Most restaurants in side were always closed every day and the few open had private events on the fountain side. Generally, wayyyy overpriced for the generic room and would stay anywhere else next time."
1365,5.0,Beautiful Hotel,"All staff throughout the hotel were pleasant, helpful and friendly. The beds and pillows were so comfy! Our room was very clean as was the entire hotel. Beautifully decorated and there’s 20 restaurants to choose from. My favorite was Sadelle’s which has the best French toast that I have ever had!"
1366,5.0,Vegas,"Hotel and all it has to offer is amazing! Location was perfect. Fountain show live up to it expectation. Pricing on food was higher than expected. Room service was very pricey as well. Staff was very helpful, friendly and present. Wonderful luxury room."
1367,4.0,Birthday trip,Only complaint is there wasn’t enough waiters in the casino to service drinks. At smaller casinos in Alabama you’re able to use touch screen and order a drink. With the price tag on the stay it should more waiters and an update the a lot machines
1368,5.0,Bellagio did not disappoint,"After reading other reviews before our stay, I was hesitant that I chose a good hotel/resort. It was great! Check in was a breeze, friendly service. I asked for a ""renovated"" room as suggested. We were placed in a newer room, no noise from the outside/elevator traffic, etc. Gambling was great. Mainly a few slots, poker & black jack. Dealers were all friendly & helpful. Centrally located, which was perfect for some exercise & not too far walking. Spago restaurant was amazing!! No complaints here!"
1369,4.0,Great hotel and casino. Just wish I had king bed for night 1,"Bellagio is top notch. Comfortable, great location, fountain show is great and restaurants are very good. Just wish the king bed room I reserved was available night one. Got it night 2. They were able to resolve it next day."
1370,5.0,Great 50th birthday,"At check in, I got a rose and chocolates, and asked for a fountain view. We had a very nice view, and enjoyed watching the fountains to the music from our room. It is nice that the check in desk is close to the self park entrance."
1371,5.0,One of the Best on Strip,"Bellagio has one of the best locations, best staff, terrific restaurants. It's pricey but worth it. I have always enjoyed staying there and still do. Pro-tip: Walk across to CVS and get some bottled water for the trip as opposed to paying the in-room price."
1372,5.0,Beautiful place,"I’ve stayed in Vegas before but this is the first time at the Bellagio and I can honestly say the only reason I’ll be back to Vegas is if i stay here again lol. Has all the shopping, restaurants I could look for and great ventilation so it doesn’t smell strong like cigarettes."
1373,3.0,Bellagio During Asian New Year 2021,"We had a great time during our January and February Bellagio stays. However, we do not know how simple things like cobwebs, rotting wood, and water-soaked areas of carpet (that emanated a foul odor, which was covered up by some scented freshener) can pass inspection for guest use in their suites. I guess sometimes you got to overlook the little things even in an iconic resort."
1374,5.0,Already booked another stay,"My wife and I have gone to Vegas every October for the last 7 years (minus last year due to COVID-19). We are from Northern Canada so we try to stay at least 7-10 days. This was our first time at the Bellagio and hands down has been our best experience. We stayed in a Stay Well room which I highly recommend. Our room was immaculate every day we were there. We have stayed at several other hotels on the strip and nothing compares to the Bellagio. The check in process was quick and easy, the M-life Manager was awesome (helped us load up comps), pool was amazing and our waitress was so polite and genuine. I can rave about all of the positives but instead all I can say is “We have found our home away from home!” We already booked another stay at the Bellagio over Christmas. Can’t"
1375,5.0,refreshing,stay was great staff was great we stayed only one night but it was good the o show was great as always we had a great time as always pit boss was friendly when we played the staff was also friendly would stay again
1376,4.0,My FAV: Bellagio,"We travel to California often and always manage to fit in a return trip to Vegas. We have stayed in many resorts and my resort of preference is still The Bellagio. Things have changed with covid so it would be unfair to complain about our recent visit. Normally I would give5 stars but we had two issues: restaurant hours are not what they used to be and I never had to make a res for breakfast! Probably bc room service delivery was CRAZY...NOT SURE WHAT CAME FIRST THERE THE CHICKEN OR THE EGG. It is also my favorite place to gamble, but the stakes were upped to $25 min at the tables. Tables were limited perhaps due to available personnel (many of whom I have known for years, missed and hope are well) but it would have been nice to see a few $15 tables in all genres. Some"
1377,4.0,"Had a great weekend, everything was awesome.","Had a great weekend, everything was awesome. Hands-down The best MGM property to stay at. Amazing restaurants, great bars and a lot of action at the tables. Very well controlled environment even through Covid."
1378,5.0,Awesome Hotel and Staff,"Another wonderful experience at Bellagio. Will not stay anywhere else when this hotel offers comfort, beauty, first class accommodations, kind staff - luxury for me. I have had the pleasure of visiting Las Vegas for many years, stayed at many hotels. Bellagio is wonderful, clean, great food and service. Cabaret Dinner is wonderful. Sports center is awesome. Buy my Super Bowl tickets there every year. Always look forward to my stay at Bellagio."
1379,5.0,A solicited trip to Las Vegas,All was very enjoyed during our stay. The only challange I experienced is trying to get coffee in the morning and having to wait 45 minutes in line. There has to be a better way. Also trying to get into Sadelles for breakfast was also very challenging and we just gave up when trying to make an appointment.
1380,1.0,Unsafe COVID environment,"There is no enforcement of COVID protocols at all. Less than 50% of most guests are unmasked in conference center, casino and elevators with no staff having any visible concern for this. I ended up not attending conference sessions because the rooms were set up with chairs attached to each other but no one making sure anyone was wearing a mask. In addition, I paid more to stay on a Stay Well flor and it was clear the room had not been cleaned completely. The robe had a brown substance all over it (not old stains - I'm not sure I want to know of what), the bath mat had black oil-like stains on it and the shower door wouldn't close so the bathroom floor couldn't really be kept dry."
1381,5.0,Bellagio rating by Frost,From the check in to tables my experience was superb. I had zero issues with my room and enjoyed the water show from my window. I’m excited to come back and stay on the property as well as recommend it to friends and family
1382,5.0,Fantastic trip to Las Vegas,"Bellagio is one of the most outstanding hotels that I have ever had the pleasure of staying at. The employees, dealers, customer service reps, and casino hosts are friendly, professional, and very respectful. They make you feel like your always welcomt there. The restaurants are phenomenal with a wide array of delicious foods to choose from. The show was great!!!!"
1383,5.0,Best hotel in Vegas,The Bellagio Hotel & Casino was the best ever to stay and play at!! The restaurant was wonderful and the coffee shop was fantastic! The personnel was very polite and courteous!! I would stay again just to see the view of fountain again!!! I give this Casino and Hotel a 10 plus!! Thank you again!!
1384,5.0,Excellent!,"Love, love, love the Bellagio. I have stayed there 4-5 times and love every minute. The restaurants have gotten a little pricey but the food is delicious. The rooms are very nice and the views, rather facing the strip or the swimming pools are beautiful."
1385,5.0,Couldn’t be better,It was a short time here but the two days were very relaxing and well worth it. Staff was extremely friendly and all the services were as expected. Now the wife wants to move here. I’m sure going to miss her.
1386,3.0,Noisy Fountain View,"On our recent stay I reserved a fountain view room. While the view was beautiful both during the day and at night, the noise of the street and music late into the morning hours made it hard to sleep. The high priced gambling tables are also disappointing as we had to leave the hotel to find tables we could afford to play at."
1387,5.0,Best Resort in Las Vegas,The Bellagio offers the best service in Las Vegas along with top restaurants and great stores for your spouse to shop! The hotel rooms are all updated and very clean. We have never complained over the last 15 years at the Bellagio!
1388,5.0,Oct Vega Get Away,Loved our visit. Bell desk was super helpful. Enjoyed dining at several hotel restaurants. Food was always delicious and the service was wonderful. Everyone at the Bellagio was friendly and courteous. It’s our favorite hotel on the Strip.
1389,5.0,The Vegas Strip in Style,The Bellagio gets the thumbs up for the free entertainment (fountains & atrium gardens) and friendly staff (kudos to the bell hop team for wearing a smile). The rooms were clean and overall experience favorable.
1390,5.0,Never forget this year,"We had a faboulous time with sisters on my birthday , the pool and weather was great It was bit crowded in pool area but nice place to relax and play slots my sister was very impress with my room newly renovated"
1391,5.0,Bellagio was great,We love the location of Bellagio as it is within easy walking distance of the main strip area. The service was outstanding and the room was excellent. We love the fountain shows and the Bellagio Conservatory & Botanical Gardens. Bellagio is pricier but we feel that it is well worth it.
1392,5.0,Still a Classic !!,"Don’t let all the petty reviews scare you about The Bellagio. I consider myself a hotel snob and I’ve stayed at all the nice resorts on the strip, including Bellagio, many times. Bellagio is still a great classic. We were doing guys football trip and upgraded to a queen suite in the spa tower. Yes some of the stuff like the lightswitch covers look a little dated but if you’re focused on that on vacation you need to chill out. There are 3 bathrooms in this suite, which we loved with 3 guys in the room. The separate living room also gave us more space. The walk to the casino is a bit far but the walk from the spa tower elevators to Aria back door through Vdara took me 4 minutes. Don’t use the slow tram unless you want to walk through Crystals mall. The Gym is phenomenal and"
1393,5.0,Vacation,The views are beautiful. To the pool that is gorgeous and romantic. The entire hotel is stunning and first class all around. 5 star doesent say enough about this hotel. It has to be the best of the best of hotels. World class.
1394,5.0,Vacation,The views are beautiful. To the pool that is gorgeous and romantic. The entire hotel is stunning and first class all around. 5 star doesent say enough about this hotel. It has to be the best of the best of hotels. World class.
1395,1.0,Bellagio is old and tired,I paid a premium for a “newly renovated” room but when we went to take a shower we had low water pressure (which is so ironic) and no hot water. The tile floor was also dirty and had coffee stains all over it.
1396,5.0,Just the perfect size casino hotel.,"We always feel at home at Bellagio. Some Casino Hotels are huge and we always get lost looking for things. The entire staff in all departments is friendly and very helpful. The restaurants are great but make reservations before you arrive as many are pretty booked. This location has bridges and trams to other Hotels, it’s so easy to get around."
1397,5.0,Enjoyed our stay,"We've been to Vegas numerous times and this is the first time staying at Bellagio. We thought it was going to be an inconvenient location but we ended up loving it. The only downfall is we stayed in the Spa Tower, which is all the way in the back of the hotel. Way too far for our liking. Also the shower head was awful it was basically like a ring of water, everything in the middle was dry. Other than that the staff, restaurants and gaming was all great!"
1398,3.0,Bellagio,The queen suite we stayed in looked old and dated. The phones were old and some were inoperable. There were not enough electric sockets to power our devices. I was not impressed by my steak at Prime. I thought the steak and service was better at SW at the Wynn.
1399,5.0,A solicited trip to Las Vegas,We were approached by the property to stay 4 nights courtesy of the Bellagio Hotel. Food and play credits were also offered. We went with a great deal that was offered and really enjoyed our time spent there. Unfortunately getting coffee was a real challenge as the wait was 45 minutes and all I wanted was coffee. A seperate line shout be
1400,3.0,Not a good stay,"The hotel is nice, however our suite was dated, wallpaper peeling everywhere, curtain for men's bathroom was stuck all the way up, the ladies bathroom door locks automatically, so we left it open the entire stay. The dust was extremely bad (we have pictures). The in room dining took forever (2 hours for a box of coffee with stale muffins). We have been staying at Bellagio in the Cypress Suite for 10+ years. This was by far the worst stay."
1401,3.0,Weekend trip,Overall my stay was OK but our host was very rude(Ann-Maria). And our hotel room there was a dirty sock left in there from the prior guest and a half Eaten snicker bar in the fridge. Will not be staying here next time
1402,2.0,Time to Step It Up,"The Bellagio is a beautiful property. Unfortunately, our room had unrepaired ceiling repairs, the windows to the fountain view were filthy, and the technology if getting very dated. The room that we had was an upgraded fountain view. It was very load when people were in the hallway as well as noise from the strip. The common areas were very nice, but the property was booked to capacity and the staff was not ready. Be sure to book any dinning far in advanced if you are not a VIP, otherwise plan on eating off site or waiting in long lines at snack bars."
1403,2.0,A get away,For the cost to stay at this hotel casino one would think that you would be greeted and explained the benefits of the place. A brief orientation or something would have been nice. No one even contacted us to say welcome to the Bellagio
1404,4.0,Customer Service Needs Refresh,"There was very little staff except by the pool, and it felt like I was expected to already know, seek out an employee and had to ask for everything. No services, reservations or tickets were suggested. Restaurant staff were dirty and brought wrong food and missing items."
1405,4.0,None,"They stay was alright, but didn’t seem exceptional. I’ve stayed at this property many times. This trip seemed a little less of the experience that I’ve had before. Truly no complaints, but nothing stood out any differently from other properties that are of typical less quality. Yellowtail’s food could’ve been better for the price paid."
1406,4.0,Nice and clean,"The Bellagio is a very nice hotel, offering everything needed for an awesome vacay. There’s everything here, you really don’t have to leave the hotel. The staff is really nice and knowledgeable! We will be returning annually!"
1407,2.0,"Not the Bellagio, I heard about","Dirty rooms, including previous guests hair in my shower. Plus the shower constantly drips unless you super tighten the handle seriously look at it in room 19-089. Disappointed overall with guest services in room dinning was to be 70 mins turned into over 90mins then to have things missing from the order? There are no in room coffee makers? Nespresso is a bare min today at $150 a night hotels?? Plus no cleaning service after the first night,"
1408,5.0,Wonderful Hotel,"The hotel location is wonderful. We had a lovely stay. I would definitely come back. The hotel provides a refrigerator for the room upon request at no additional cost. The beds are very comfortable, and there were always plenty of towels."
1409,4.0,Another great experience at the Bellagio,"Great time as always! Good staff, top notch location, great restaurants. Just wish I had more luck at the tables ;) Would go back there again during the spring/summer to enjoy the pool for more time!…"
1410,5.0,Best place in Vegas,I’ve been to Vegas around 10 times and this is by far the best stay that I’ve ever had. the Bellagio was exceptional in every way and I highly recommend them. Aaron Wynn arranged an amazing stay so ask for him if you want top-notch service.
1411,5.0,5 star experience at Bellagio!,"Bellagio lived up to our expectations. Well Stay room was beautifully appointed and smoke free! Restaurants and bars provided excellent experiences. Staff, with rare exception, was well-trained, pleasant and helpful."
1412,5.0,Best Hotel in Las Vegas,"The beauty of Bellagio is incomparable, the fountain water show is magnificent. On line check-in and check-out is very efficient. Beautiful pool. The stay well premier room is incredible, the concept, the memory foram matress, many ammenities and air purification really works. Highly recommended."
1413,2.0,Not up to their own standards,"I have stayed here many times before. Now the staff was not friendly, except the concierge. Housekeeping called me at 12:15 in the morning to make sure I didn’t wanna have my room done up after 1215 which is what we requested for the next day in the afternoon. Check-in was a disaster, the TV in the room was broken. And the room was old."
1414,1.0,$50 Tables!,"I was at the Bellagio this past weekend and despite the hotel being lovely as usual, I stay at the Bellagio to play craps. The usual slate of tables offered in the past ran the full gamut from $15 to $500, with a good mix. However, this most recent trip, over the course of 4 days, I saw exactly one $25 table, at 7:30 am on a Friday morning, and then it promptly got bumped to $50 at 8:00 am! The rest of my 4 days were a mix of $50, $100, $200, and $500 tables! If they can get that kind of action, then more power to them, but the tables were very poorly attended, yet they would not move down the minimum. I have zero issue with the Bellagio making all the money they can, but this was an abrupt change that will price me out of that hotel!"
1415,3.0,Go to Luxor,"Clumps of hair in the shower drain.Wallpaper peeling.Used shampoo.Not happy.May as well have stayed at the luxor.I had a cleaner,nicer room there with the same furnature.Youll save a lot of money and have more to do."
1416,5.0,Bellagio Las Vegas.. Amazing from A to Z,"I recently stayed at the Bellagio in Las Vegas. The hotel accommodations were beyond what I expected. With the covid virus being a concern, they put any concerns I had to rest. Although masks are required for everyone's safety, it was implemented in such a smooth fashion that it did not detract from the enjoyment at any given time. In my haste to check out, I forgot an item in my room. Melody, who is in lost and found, was incredible. My item was found, arrangements were made to ship it back to me.. it was .. an Amazing trip from A to Z!"
1417,3.0,Nice but could be better,Poor game selection - not enough of the older classic penny slots. No Corona Premiere. Way too far to walk to guest rooms - was worn out on vacation - not good. No food comps at checkout. And very tight slots.
1418,5.0,Friendly staff and wonderful room,"We requested a room with a view overlooking the fountains. That is exactly what we got. It was mesmerizing to see them from above instead of at street level. From the men outside assisting with cars and luggage, to the front desk, to the housekeeping staff, everybody was friendly and helpful."
1419,4.0,Great Place!,"Great facilities - very clean. Friendly, amazing staff. Awesome atmosphere. Breakfast room service was great. Highly recommend for those looking for a wonderful place to stay in Las Vegas. I will definitely be returning!"
1420,3.0,Disappointed,Had made reservations six months in advance and asked repeatedly for early check in none was available.. Went to VIP check-in. There were only two attendees for several people. And Picasso restaurant canceled reservations less than a week before I was to have my 50th birthday dinner.
1421,5.0,Vegas get-away,"Had wonderful time, only concern was that it was hard to get reservations at the dining sites at times and places we wanted to go for food. Also some of the venues were not open. Didn't want to leave the Bellagio for other casinos or restaurants due to covid. Happy that mask mandate is in place for this environment."
1422,1.0,Dirty Underwear from Previous guest,"Our shower drain was clogged, they never delivered the mini fridge to store our medical supplies and to top it off we found dirty underwear from the previous guest on top of the closet. Nights were pretty loud, you can hear all the street noice from the strip, but I guess that’s Vegas."
1423,1.0,Terrible,Terrible I order a suit with two king Beds and a fountain view and I did not get either of them and check in was at 4pm And you guys do not have my room ready to 6 pm And I had reserved the room at least a month in advance
1424,5.0,The best hotel in Vegas,"Having stayed at many of the hotels in Vegas and obviously visiting other hotels, I wouldn’t have stayed at ANY other hotel. The staff are incredible. Walk over to the Cromwell (I think 4 star) and you will get an eye roll if you ask for the restroom location. Walked to Ceasars and the decor / casino is definitely outdated and not as nice as the Bellagio. I could go on. I’m very impressed"
1425,4.0,It was nice,"All the staff were very friendly and helpful. We had an issue with our shower in our room. There was hardly any pressure. A day after we checked out my wife’s credit card was randomly charged. We have no idea why because she only used her card to purchase food, but the charge was from the front desk."
1426,1.0,Changed the point system,"Changed their point system on the player card. Use to take $300 to get 100 points in keno, now it takes $800 to earn the same 100 points When I go to Vegas, I also hope to win, but in reality I know I am not going to win. I do not get upset when I lose, I do however like to feel like I am getting some kind of value for the money I spend. Not so much this trip. I inquired about the changes was told keno is suppose to be like poker machines. I understand poker machines needing more money in to earn points-due to the fact if a person plays excellent poker, they increase their odds of winning. This is NOT the case for keno, their is no way to increase your odds with keno. It is strictly like a slot-you can’t increase your odds with expert play. MGM seems to have lost sight of"
1427,2.0,LOUD room,"We booked a corner room on the 19th floor, fountain/strip view. The room was lovely (albeit the couch was missing the back cushions, not throw pillows, the actual back cushions), but the room literally shook until 4am with the music from a local nightclub. We were miserable. I would never stay here again. We didn’t get to sleep until after the club closed, and Bellagio would not honor our Amex Platinum 4pm check out, even though we paid with Amex, because we didn’t book through the Amex site. It was a petty reason, and reflected poorly on the customer service."
1428,4.0,Booking issue,"I booked 2 nights, they claimed only 1. So wanted to make sure I had a 2nd night and they wanted 500.00. I hoped to work out a better deal, but they had no interest in working it out. So was comped at another casino"
1429,2.0,Poor service,"I reserved on Expedia, and when we arrived they told us they were overbooked, so didn't have a premier king room for us. We were woken up by maintenance trying to come in our room at 2am. They said they needed to see if our bathroom had power, due to a leak above us."
1430,2.0,Not Spectacular for the price. Wynn is better hotel,"Room was average, and over priced. Service at Slidell’s was a slow and irritating. Gambler 500.00 …. No cocktail service. Will chose a different location next visit. I visit Vegas 5+ a year, both business and pleasure."
1431,5.0,Bellagio is the only place to stay!,"This hotel is absolutely amazing! It feels like you are in a magical place. It's extremely clean and well lit. Employees are everywhere but unassuming. They are very helpful and eager to answer your questions. They all are friendly, courteous and smiling. The suites are beautiful! The Spa tower is exclusive and you feel exclusive when asked to show your room key to even get on the elevator. The room is very spacious, and the beds are soooo comfortable. The bathroom is huge! The location is perfect and you can watch the fountains from your room!"
1432,5.0,Bellagio,"We had a wonderful trip! I would recommend Bellagio to everyone. The best hotel on the strip. Been staying there for over 20 years! All the restaurants are great. Oh, you have to try the Hotdog st Snacks! The best."
1433,5.0,Old but beautiful location.,"The hotel was beautiful..old world charm. The location was perfect..centrally located. I did find that we were priced gouged..I was charged 5.36 for a 20 ounce Diet Coke from one of the shops and parking should have been free for guests. Every time we left to explore, it costs us 18.00 to park. That was outrageous in my opinion. Also, I was annoyed with the housekeeping staff. They came in twice without authorization. We had the do not disturb sign on the door."
1434,5.0,Best hotel,Everyone was great and had no problems what so ever.Rooms we’re clean beds were comfortable and staff was very helpful and had answers for any questions we had. I will be recommending this hotel and will be returning every time I go to Las Vegas
1435,4.0,Room with a View,Nice room amazing view of the fountains. The Bellagio is always clean and elegant. Our meal at Spago was outstanding. The manager for our private event was very accommodating to our party and made our evening extra special.
1436,3.0,Bellagio - Las Vegas,Casino hotels should be avoided by non-smokers - unless/until they ban indoor smoking. $150 per night is held on your credit card when you check in and is not removed on the day of departure. No coffee maker in the room. Neither sink stopper worked. Fairly poor water pressure in the shower. / I expect more from a luxury hotel.
1437,5.0,Beautiful,The hotel was beautiful. The botanical garden in the hotel was amazing. The beds in the hotel were nice and soft which made them wonderful to sleep in. The cost of the room was way over priced considering it was a typical hotel room. The room was nothing special just your standard 2 bed room with way over priced mini bar.
1438,3.0,Ehh on the Bellagio,"We were not super impressed with the Bellagio for the price. We were super excited to complete our stay in Las Vegas with the treat of staying at the Bellagio and it wasn't the greatest. Maybe we just aren't accustomed to how busy the hotel is, but this was crazy. There was no one to help self check in, our room was all the way on the other side of the tower and no could give us proper directions, our digital key didn't work at first and we had to have the concierge print us plastic ones and getting a hold of anyone at the Bell desk was impossible. The bathroom in our room needed help as well. Overall, we were bummed this wasn't nicer for the huge price tag."
1439,3.0,It was a nice room,the room was average. the room service very limited on what you can order. Also the room service kept missing items and had to call them again to bring the items and the food was cold by the time we received them
1440,4.0,Beautiful hotel,Hotel was very beautiful. Our room was nice and the bed was comfortable. Do not pick up any beverages stocked in the rooms refrigerator unless you plan to drink it! We were charged over $80 tax just for picking up a bottle liquor from the fridge that we did not open or drink. So beware the airplane size bottles of liquor which were around $22 in addition to the $80 plus tax they charge you. Was told the fee would be removed once they verified we did not open anything. Have not received credit card statement yet to verify. This was our first trip to Vegas and everything was this Expensive! Vegas is checked off our bucket list and I don’t think we will go back.
1441,5.0,Memorable trip!,"The Bellagio had a big part in making our Halloween weekend memorable, this was my bf's first time in Vegas and he absolutely enjoyed our stay at the Bellagio, we had no problems and the aesthetic is breathtaking."
1442,5.0,Great Accommodations,The room was immaculate and obviously recently updated. Being in the middle of a pandemic made cleanliness a primary concern. The giant shower provided a wonderful end to each day. I will definitely choose to stay here the next time I visit Las Vegas.
1443,5.0,Wonderful experience,Room was great. Strip view means you are in far tower not main building. Most likely view of parking garage along with strip view and limited fountain view. Bed and pillows super comfy. Conservatory beautiful as always and smelled amazing for fall. Limited quick service type meals like at other Mlife resorts. Plenty of nice restaurants that open later and need reservations. Over all great relaxing stay. Online check in a breeze and room was ready early.
1444,3.0,Wasn’t as good as our first stay,"Haven’t been to the Bellagio since 2015. We didn’t receive great service so we have been staying at other properties. Decided to give Bellagio another try because they had a decent price for our time frame. Stains on the sheets, missing remote control, dust everywhere in the room. Overall this was a less than spectacular stay and we probably won’t be back."
1445,1.0,"Overrated , over crowded","Bellagio was cool maybe 20 years ago , it’s definitely lost its luster , traffic both pedestrian and vehicular outside the hotel is god awful. You can barely pull into the driveway without pedestrians jumping into the street from all directions. Check in was not good , at 5pm our room still wasn’t ready and the front desk couldn’t be bothered to comp something for the inconvenience. Tried to play poker in the very small and outdated poker room and all of the hosts were rude or short tempered for seemingly no reason, maybe don’t work as a poker host if you can’t handle the job its not exactly a challenging or difficult job. Visited other poker rooms on the strip and compared to others Bellagio is the bottom of the barrel. Next time I’m in Vegas I’ll either stay at the Aria or the"
1446,1.0,Overpriced with poor customer service,"Do not expect a coffee pot or refrigerator you can use in hotel room. If you get moved to a different room, do not expect that room to be thoroughly cleaned and check to ensure beverages weren’t already missing, hence an added expense to your bill"
1447,3.0,Bellagio may be slipping…,"Room was dated. Not nearly as nice as RW Conrad, Palazzo, or even Vdara. I feel like the Bellagio is struggling to keep up with the newer, more tech advanced properties. Definitely not the Bellagio I remember from years past."
